HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Country,Answer.GDPPC,Answer.IDV,Answer.IND,Answer.LTO,Answer.MAS,Answer.PDI,Answer.UAI,Approve,Reject
3QO7EE372NM6PY95XL0U22G87QRBQ2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,37C0GNLMHF29HXMZMAI4G6I170J6DM,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:17:00 PST 2017,Sat Feb 11 18:17:39 PST 2017,Tue Feb 14 18:17:39 PST 2017,,,,39,0% (0/0),0% (0/0),0% (0/0),Denmark,46600,74,70,35,16,18,23,,
3QO7EE372NM6PY95XL0U22G87QRBQ2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3WRFBPLXRANJ6QQUS2Y958IBBDIN3E,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:06:04 PST 2017,Sat Feb 11 18:06:45 PST 2017,Tue Feb 14 18:06:45 PST 2017,,,,41,0% (0/0),0% (0/0),0% (0/0),Denmark,"$46,600",74,70,35,16,18,23,,
3W3RSPVVGRQAU02Y579TQ692M5BLU4,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,32SCWG5HIH3I6UPPRJ9ZG0ZQLJLP6I,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:58:35 PST 2017,Sat Feb 11 17:59:02 PST 2017,Tue Feb 14 17:59:02 PST 2017,,,,27,0% (0/0),0% (0/0),0% (0/0),Dominican Republic,"$15,900",30,54,13,65,65,45,,
3W3RSPVVGRQAU02Y579TQ692M5BLU4,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3R6BYFZZP7BJYWKRE3MK4JY6GHWXFG,A3CA5SLHQTNDHU,Submitted,Sat Feb 11 17:17:05 PST 2017,Sat Feb 11 17:17:51 PST 2017,Tue Feb 14 17:17:51 PST 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),Dominican Republic,"15,900",30,54,13,64,65,45,,
356TQKY9XEWDHI6JYA7EB99CUUE781,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,37TD41K0AH84Z3EITRQWX5WB4P2SCS,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:16:17 PST 2017,Sat Feb 11 17:17:49 PST 2017,Tue Feb 14 17:17:49 PST 2017,,,,92,0% (0/0),0% (0/0),0% (0/0),Ecuador,11000,8,0,0,63,78,67,,
356TQKY9XEWDHI6JYA7EB99CUUE781,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3GNCZX450IMJTW1SHWQBW51CH2CAPU,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:12:21 PST 2017,Sat Feb 11 18:12:53 PST 2017,Tue Feb 14 18:12:53 PST 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),Ecuador,"$11,000",8,0,0,63,78,67,,
3BCRDCM0OCTE8JUFOPZPV0I7UJOK6Y,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3JWH6J9I9SCO9LU77VDFNRGNZ5UBNS,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:55:53 PST 2017,Sat Feb 11 16:56:22 PST 2017,Tue Feb 14 16:56:22 PST 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),Egypt,"$12,100",25,4,7,45,70,80,,
3BCRDCM0OCTE8JUFOPZPV0I7UJOK6Y,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3R8YZBNQ9HHMA649A6TGMJPWLQRQ79,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:48:18 PST 2017,Sat Feb 11 17:49:42 PST 2017,Tue Feb 14 17:49:42 PST 2017,,,,84,0% (0/0),0% (0/0),0% (0/0),Egypt,12100,25,4,7,45,70,80,,
3UEDKCTP9UPXCJ8K7Z4H1EI3PU8K7X,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3N4BPTXIO8R2XEIAA92U0PR7UVYKUF,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:13:55 PST 2017,Sat Feb 11 18:23:38 PST 2017,Tue Feb 14 18:23:38 PST 2017,,,,583,0% (0/0),0% (0/0),0% (0/0),El Salvador,"$8,900",19,89,20,40,66,94,,
3UEDKCTP9UPXCJ8K7Z4H1EI3PU8K7X,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3XLBSAQ9Z4BVOY50X2CTDC10QTD7ZL,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:11:20 PST 2017,Sat Feb 11 18:11:54 PST 2017,Tue Feb 14 18:11:54 PST 2017,,,,34,0% (0/0),0% (0/0),0% (0/0),El Salvador,"$8,900",19,89,20,40,66,94,,
34O39PNDK5761ZO5A0PU7SQD3CTBR3,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3I2PTA7R3TTA5LBTT0IPQOUIRAQQKE,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:47:00 PST 2017,Sat Feb 11 16:47:47 PST 2017,Tue Feb 14 16:47:47 PST 2017,,,,47,0% (0/0),0% (0/0),0% (0/0),Estonia,"$29,500",60,16,82,30,40,60,,
34O39PNDK5761ZO5A0PU7SQD3CTBR3,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3PM8NZGV8YFGPLA0SJXEGI2KNJ6XQB,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:08:22 PST 2017,Sat Feb 11 18:18:29 PST 2017,Tue Feb 14 18:18:29 PST 2017,,,,607,0% (0/0),0% (0/0),0% (0/0),Estonia,"$29,500",60,16,82,30,40,60,,
3V7ICJJAZ9FZ0TM7ZOTHZZF3BY94BD,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3300DTYQT2G7JLJJXE7MSTHD7DWQEW,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:15:36 PST 2017,Sat Feb 11 18:15:56 PST 2017,Tue Feb 14 18:15:56 PST 2017,,,,20,0% (0/0),0% (0/0),0% (0/0),Ethiopia,"$1,900",20,0,0,65,70,55,,
3V7ICJJAZ9FZ0TM7ZOTHZZF3BY94BD,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3EQHHY4HQSRGADWCJH97UL7YOXOG5Q,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:15:41 PST 2017,Sat Feb 11 18:16:41 PST 2017,Tue Feb 14 18:16:41 PST 2017,,,,60,0% (0/0),0% (0/0),0% (0/0),Ethiopia,"$1,900",20,0,0,65,70,55,,
34KYK9TV2Q7I2EOIPPPZX2V9PECBSR,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3DUZQ9U6SMN0YCKIK8L1NXK0PWJSVS,A2C929NA28XOWX,Submitted,Sat Feb 11 18:08:45 PST 2017,Sat Feb 11 18:10:02 PST 2017,Tue Feb 14 18:10:02 PST 2017,,,,77,0% (0/0),0% (0/0),0% (0/0),Fiji,"$9,400",14,0,0,46,78,48,,
34KYK9TV2Q7I2EOIPPPZX2V9PECBSR,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3LOZAJ85YDCZX28FQ87DK04H7DT2X3,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:05:55 PST 2017,Sat Feb 11 18:07:06 PST 2017,Tue Feb 14 18:07:06 PST 2017,,,,71,0% (0/0),0% (0/0),0% (0/0),Fiji,"$9,400",14,0,0,46,78,48,,
3W0KKJIARQ81CXD3H4WNFEEY0EEK8K,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3EQHHY4HQSRGADWCJH97UL7YOXNG5P,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:40:50 PST 2017,Sat Feb 11 17:41:58 PST 2017,Tue Feb 14 17:41:58 PST 2017,,,,68,0% (0/0),0% (0/0),0% (0/0),Finland,"$41,800",63,57,38,26,33,59,,
3W0KKJIARQ81CXD3H4WNFEEY0EEK8K,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3WQ3B2KGE8FLVENI28FHQK3KW4QB1L,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:48:32 PST 2017,Sat Feb 11 17:49:11 PST 2017,Tue Feb 14 17:49:11 PST 2017,,,,39,0% (0/0),0% (0/0),0% (0/0),Finland,"$41,800",63,57,38,26,33,59,,
3I7KR83SN9C1Q2WDMW21FA99KKWK99,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3AMW0RGHOD1QDFVHQ0VGIBLCG99PNR,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:15:09 PST 2017,Sat Feb 11 17:16:11 PST 2017,Tue Feb 14 17:16:11 PST 2017,,,,62,0% (0/0),0% (0/0),0% (0/0),France,42400,71,48,63,43,68,86,,
3I7KR83SN9C1Q2WDMW21FA99KKWK99,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3L0KT67Y8EFH26FNPJ8LUWOU7DKSY0,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:47:48 PST 2017,Sat Feb 11 16:48:32 PST 2017,Tue Feb 14 16:48:32 PST 2017,,,,44,0% (0/0),0% (0/0),0% (0/0),France,"$42,400",71,48,63,43,68,86,,
3XU9MCX6VNBCDMO9R7WJ6ZN996GR2H,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3A7Y0R2P2ONZ3Y6NXTD5JHQY9OEJX6,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:56:56 PST 2017,Sat Feb 11 17:57:29 PST 2017,Tue Feb 14 17:57:29 PST 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),Germany,"$48,200",67,40,83,66,35,65,,
3XU9MCX6VNBCDMO9R7WJ6ZN996GR2H,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3TVRFO09GKE5YOUN0EPIZW3QDDILX9,A3TZQTIQAUHPSM,Submitted,Sat Feb 11 17:07:59 PST 2017,Sat Feb 11 17:10:33 PST 2017,Tue Feb 14 17:10:33 PST 2017,,,,154,0% (0/0),0% (0/0),0% (0/0),Germany,"$48,200",67,40,83,66,35,65,,
3RDTX9JRTX0DVNPT32DSB54NE0W79Q,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,34T446B1C0D4YUU6KP7CNZQS9XJC0P,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:05:02 PST 2017,Sat Feb 11 17:05:54 PST 2017,Tue Feb 14 17:05:54 PST 2017,,,,52,0% (0/0),0% (0/0),0% (0/0),Ghana,"$4,400",15,72,4,40,80,65,,
3RDTX9JRTX0DVNPT32DSB54NE0W79Q,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3R2PKQ87NW7SEBND14QWWZV0P54MIC,A3CA5SLHQTNDHU,Submitted,Sat Feb 11 17:18:58 PST 2017,Sat Feb 11 17:19:32 PST 2017,Tue Feb 14 17:19:32 PST 2017,,,,34,0% (0/0),0% (0/0),0% (0/0),Ghana,"4,400",15,7,4,40,80,65,,
32W3UF2EZNKIAYEDDOPCAJLLTJ94CK,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3F0BG9B9MPMVJ8VV1GAAZ5SYKZ8Y7K,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:11:45 PST 2017,Sat Feb 11 18:12:23 PST 2017,Tue Feb 14 18:12:23 PST 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),Greece,26800,35,50,45,57,60,100,,
32W3UF2EZNKIAYEDDOPCAJLLTJ94CK,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3PIWWX1FJJ5Y8E1YGPY4S8IJYQYJJH,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:00:38 PST 2017,Sat Feb 11 17:01:24 PST 2017,Tue Feb 14 17:01:24 PST 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),Greece,"$26,800",35,50,45,57,60,100,,
36FFXPMST8NDVZZBI0IMZ8O6N2EHOG,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,34S9DKFK73OKMTNIHNRZV2EOKEDNYK,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:49:29 PST 2017,Sat Feb 11 17:51:15 PST 2017,Tue Feb 14 17:51:15 PST 2017,,,,106,0% (0/0),0% (0/0),0% (0/0),Guatemala,"$7,900",6,0,0,37,95,99,,
36FFXPMST8NDVZZBI0IMZ8O6N2EHOG,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:36 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:36 PST 2017,,,3EO896NRAWUSMHX3SJC8UE5SWSPJTM,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:04:07 PST 2017,Sat Feb 11 17:04:33 PST 2017,Tue Feb 14 17:04:33 PST 2017,,,,26,0% (0/0),0% (0/0),0% (0/0),Guatemala,"$7,900",6,0,0,37,95,99,,
3HJ1EVZS2NI1Y4KSV7AOP9S1FKGR3S,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,33CUSNVVNNBK4G9WYH4MES0R24C884,A2PQQC3LO31PRT,Submitted,Sat Feb 11 18:13:09 PST 2017,Sat Feb 11 18:16:34 PST 2017,Tue Feb 14 18:16:34 PST 2017,,,,205,0% (0/0),0% (0/0),0% (0/0),Honduras,"5,300",20,0,0,40,80,50,,
3HJ1EVZS2NI1Y4KSV7AOP9S1FKGR3S,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,37FMASSAYCQWVKJGAF0NIJK6D61IBK,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:37:52 PST 2017,Sat Feb 11 17:39:28 PST 2017,Tue Feb 14 17:39:28 PST 2017,,,,96,0% (0/0),0% (0/0),0% (0/0),Honduras,"$5,300",20,0,0,40,80,50,,
30F94FBDNQJJHE1XEPUP77RVRXQBTG,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,33PPO7FECVEPAHH0OBRTD986GRDIDR,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:39:29 PST 2017,Sat Feb 11 17:40:49 PST 2017,Tue Feb 14 17:40:49 PST 2017,,,,80,0% (0/0),0% (0/0),0% (0/0),Hong Kong,"$58,100",25,17,61,57,68,29,,
30F94FBDNQJJHE1XEPUP77RVRXQBTG,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3K772S5NP8AU6SKGEOKSJFPCGQYEHM,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:54:21 PST 2017,Sat Feb 11 16:54:52 PST 2017,Tue Feb 14 16:54:52 PST 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),Hong Kong,"$58,100",25,17,61,57,68,29,,
3CIS7GGG64IWOUS6OLMPDBJID8AEUA,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,31JLPPHS2UT1OBQ6THYMKXIG1NO3OA,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:11:02 PST 2017,Sat Feb 11 18:11:45 PST 2017,Tue Feb 14 18:11:45 PST 2017,,,,43,0% (0/0),0% (0/0),0% (0/0),Hungary,27200,80,31,58,88,46,82,,
3CIS7GGG64IWOUS6OLMPDBJID8AEUA,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3PIWWX1FJJ5Y8E1YGPY4S8IJYQZJJI,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:52:41 PST 2017,Sat Feb 11 17:53:18 PST 2017,Tue Feb 14 17:53:18 PST 2017,,,,37,0% (0/0),0% (0/0),0% (0/0),Hungary,"$27,200",80,31,58,88,46,82,,
3YLTXLH3DE5VGZBCX0V1O8TWX7AHPX,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,31QNSG6A5RSG424DOCCG0S4WRK687H,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:12:54 PST 2017,Sat Feb 11 18:22:46 PST 2017,Tue Feb 14 18:22:46 PST 2017,,,,592,0% (0/0),0% (0/0),0% (0/0),Iceland,"$48,100",60,67,28,10,30,50,,
3YLTXLH3DE5VGZBCX0V1O8TWX7AHPX,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3ZGVPD4G6TGIMW27A5FUI8TIFQ3ZTO,A2C929NA28XOWX,Submitted,Sat Feb 11 18:04:58 PST 2017,Sat Feb 11 18:05:36 PST 2017,Tue Feb 14 18:05:36 PST 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),Iceland,"$48,100",60,67,28,10,30,50,,
3RHLQY6EDS3SFQKRDKKNUP33EJL4DK,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3J88R45B2GXVP99LS6IPGDCAINKXPK,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:08:04 PST 2017,Sat Feb 11 18:08:28 PST 2017,Tue Feb 14 18:08:28 PST 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),India,"$6,700",48,26,51,56,77,40,,
3RHLQY6EDS3SFQKRDKKNUP33EJL4DK,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3WOKGM4L71F57JR9AUG3IZK9YB30OB,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:36:29 PST 2017,Sat Feb 11 17:37:06 PST 2017,Tue Feb 14 17:37:06 PST 2017,,,,37,0% (0/0),0% (0/0),0% (0/0),India,6700,48,26,51,56,77,40,,
3CZH926SIBDX7WYR9FV707LOEVM4ED,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,340UGXU9DY0GDPCM9DG12Y2OAT3VUA,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:53:09 PST 2017,Sat Feb 11 16:53:51 PST 2017,Tue Feb 14 16:53:51 PST 2017,,,,42,0% (0/0),0% (0/0),0% (0/0),Indonesia,"$11,700",14,38,62,46,78,48,,
